artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
Lapso Laps,29,1.9625757062745648,0.655123865239887,3,0.2413793103448276,7,"3,17,16","0.241,0.172,0.138",0.7051724137895774,generalist
Ness & Cité,29,1.6492432100891767,0.5505309084688649,10,0.4482758620689655,6,"10,20,12","0.448,0.103,0.103",0.7741379310306119,moderate
SKS Crew,29,1.1630782887005804,0.38824507081894905,8,0.6551724137931034,4,"8,20,10","0.655,0.103,0.103",0.8672413793060083,specialist
Pihpoh,28,1.6388551571734646,0.5470632912163431,19,0.32142857142857145,5,"19,12,8","0.321,0.214,0.179",0.7892857142817682,moderate
Fuzati,28,1.4862440255844838,0.4961204439745466,12,0.32142857142857145,4,"19,12,11","0.321,0.321,0.214",0.8214285714244645,moderate
Sly Johnson,27,1.1519640847656398,0.3845350584012655,19,0.5925925925925926,4,"19,11,8","0.593,0.222,0.074",0.8759259259215464,specialist
Snifeur baby,27,1.0589563396132502,0.35348831034121614,17,0.5555555555555556,2,"17,20,8","0.556,0.333,0.037",0.8833333333289166,specialist
Sysa,26,1.5377765497067128,0.5133224231290767,16,0.46153846153846156,5,"16,9,20","0.462,0.231,0.077",0.8153846153805385,moderate
Bakyl,24,1.6580632054101698,0.5534750952371069,9,0.25,5,"9,16,17","0.250,0.250,0.208",0.7791666666627707,generalist
Zirko (SKS Crew),23,1.0861895081867028,0.3625789653419531,8,0.6956521739130435,3,"8,13,12","0.696,0.087,0.087",0.8717391304304238,specialist
Kayliah,22,1.4902305301189538,0.49745117188026183,20,0.5,3,"20,13,19","0.500,0.182,0.136",0.8227272727231592,specialist
Tepa,22,1.5532439101698579,0.5184855548947853,8,0.5,5,"8,12,20","0.500,0.136,0.091",0.804545454541432,specialist
Veazy,21,1.6993255155252152,0.5672487927331431,3,0.38095238095238093,5,"3,16,20","0.381,0.190,0.143",0.7833333333294166,moderate
Fabulous Trobadors,21,1.3014673580860012,0.4344404770663981,8,0.5238095238095238,4,"8,11,12","0.524,0.190,0.143",0.854761904757631,specialist
Bambi Cruz,21,1.8886318494864496,0.6304407994529727,11,0.2857142857142857,5,"11,8,10","0.286,0.190,0.143",0.7357142857106073,generalist
Doomams,21,1.8442381501341976,0.6156218185499879,17,0.23809523809523808,6,"17,4,8","0.238,0.190,0.190",0.7357142857106073,generalist
JR O Crom,20,2.108169769053504,0.7037243573680482,20,0.25,5,"20,6,13","0.250,0.200,0.100",0.6649999999966753,generalist
Kvra,20,1.1633711748876086,0.3883428386300494,9,0.5,2,"9,16,15","0.500,0.350,0.050",0.86999999999565,specialist
10vers,20,1.5832755052458727,0.5285103476111207,20,0.4,5,"20,8,12","0.400,0.200,0.150",0.8049999999959752,moderate
Less’ du Neuf,20,1.344257668600708,0.448724233626507,10,0.4,4,"10,20,11","0.400,0.350,0.100",0.844999999995775,moderate
Sir Doum’s,20,1.6229667426615424,0.5417596081562167,10,0.4,4,"10,17,11","0.400,0.250,0.100",0.799999999996,moderate
