artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
Ekoué,64,1.4491767808340599,0.483747093699674,0,0.4375,4,"0,16,6","0.438,0.281,0.141",0.8374999999958126,moderate
667,64,0.9991789750855556,0.33353413584591735,15,0.578125,2,"15,16,11","0.578,0.328,0.047",0.8921874999955391,specialist
Wacko,63,1.82248396050934,0.6083600916537291,0,0.3333333333333333,5,"0,16,15","0.333,0.302,0.079",0.7579365079327179,moderate
Ministère A.M.E.R.,63,2.0070065895079683,0.6699552584273338,0,0.38095238095238093,4,"0,16,6","0.381,0.159,0.143",0.705555555552028,moderate
Laeti,60,1.8950420055225434,0.6325805621055576,0,0.31666666666666665,6,"0,9,16","0.317,0.167,0.150",0.7399999999963,moderate
Kooly,58,1.7156018164475697,0.57268195545801,0,0.3448275862068966,5,"0,16,15","0.345,0.224,0.190",0.7862068965477932,moderate
Nick Conrad,57,1.4600885246039337,0.48738952325394413,0,0.5614035087719298,4,"0,6,16","0.561,0.140,0.123",0.8271929824520046,specialist
JP Manova,57,1.0693202554841845,0.35694787045025056,0,0.6666666666666666,5,"0,6,16","0.667,0.140,0.088",0.8815789473640131,specialist
Démocrates D,56,0.9194226836722016,0.3069108317150929,0,0.7142857142857143,2,"0,16,15","0.714,0.196,0.018",0.8946428571383842,specialist
Zifou,54,1.7228687952968347,0.5751077325921742,0,0.35185185185185186,4,"0,16,15","0.352,0.259,0.167",0.7851851851812592,moderate
Eklips,54,1.4406388709561246,0.48089706936562154,16,0.5370370370370371,4,"16,0,6","0.537,0.167,0.111",0.8351851851810096,specialist
Diamond Deuklo,54,2.10133057164989,0.7014413771885476,0,0.2962962962962963,5,"0,15,1","0.296,0.167,0.167",0.6796296296262316,generalist
Humphrey,53,1.39540638992852,0.46579809626081103,0,0.5849056603773585,3,"0,14,6","0.585,0.132,0.132",0.8349056603731838,specialist
Moona,53,1.762260458780672,0.5882569929021101,0,0.3584905660377358,5,"0,15,16","0.358,0.245,0.132",0.778301886788561,moderate
Blackapar,49,1.1597508900751043,0.38713435787078276,16,0.4897959183673469,3,"16,0,6","0.490,0.347,0.102",0.8744897959139951,moderate
Assaf,49,1.745858038776079,0.5827817305933277,0,0.32653061224489793,6,"0,16,9","0.327,0.224,0.184",0.7785714285675357,moderate
Orties,49,1.6936960180358949,0.5653696203054142,6,0.32653061224489793,5,"6,0,16","0.327,0.265,0.184",0.7908163265266582,moderate
Dicidens,49,1.0645036661238982,0.3553400534224051,0,0.5510204081632653,2,"0,16,15","0.551,0.347,0.041",0.8826530612200763,specialist
Psykick Lyrikah,49,1.2145681192975,0.40543279852461434,0,0.6122448979591837,2,"0,6,18","0.612,0.224,0.041",0.8622448979548726,specialist
La Boussole,47,0.5867650044257208,0.19586697035833958,0,0.7872340425531915,2,"0,16,15","0.787,0.191,0.021",0.9265957446762182,specialist
Driks,47,1.4179348862812169,0.47331829309267615,0,0.46808510638297873,4,"0,14,15","0.468,0.298,0.064",0.8372340425490056,moderate
Milk Coffee and Sugar,47,1.368520626124495,0.4568234078210697,0,0.425531914893617,3,"0,6,16","0.426,0.298,0.191",0.8436170212723778,moderate
Bastard Prod,47,1.0185676632769176,0.34000623896491877,0,0.6808510638297872,3,"0,6,16","0.681,0.170,0.085",0.8904255319104417,specialist
Hös Copperfield,47,1.9869282366417247,0.663252939584127,0,0.3404255319148936,6,"0,15,14","0.340,0.128,0.106",0.7074468085071011,moderate
Vicky R,47,1.7323644078836693,0.5782774459442854,0,0.425531914893617,5,"0,16,15","0.426,0.170,0.149",0.7797872340386542,moderate
Missak Portoukalian,47,1.1683354098737604,0.3899999409786056,0,0.6595744680851063,4,"0,16,6","0.660,0.128,0.085",0.8691489361658672,specialist
Morsay,46,1.393503154901977,0.46516278080110035,16,0.5,3,"16,0,15","0.500,0.239,0.130",0.8456521739088152,specialist
Afrojazz,46,0.9604261022105046,0.3205981090797216,16,0.4782608695652174,2,"16,0,15","0.478,0.457,0.022",0.8847826086912282,moderate
Zinée,46,1.8313930097372482,0.6113340053464033,0,0.34782608695652173,5,"0,9,16","0.348,0.196,0.152",0.7608695652135871,moderate
Bimbim,45,1.8061413605885832,0.6029047977794976,15,0.3333333333333333,5,"15,9,16","0.333,0.244,0.111",0.7655555555517278,moderate
Bedjik,44,1.8953286333571122,0.6326762408272841,15,0.25,5,"15,16,9","0.250,0.227,0.136",0.731818181814523,generalist
Mike Lucazz,43,1.444801119074867,0.4822864619209865,16,0.3953488372093023,3,"16,0,15","0.395,0.349,0.116",0.8337209302283898,moderate
OFX,43,1.341690847350917,0.4478674076436077,0,0.5813953488372093,3,"0,16,11","0.581,0.186,0.093",0.847674418600413,specialist
Dadinho,42,1.81357259359532,0.6053854042984241,15,0.3333333333333333,4,"15,16,0","0.333,0.214,0.190",0.7619047619009522,moderate
Vicelow,41,1.4452734725987075,0.4824441374008718,16,0.36585365853658536,4,"16,0,15","0.366,0.341,0.146",0.832926829264128,moderate
Dala,41,1.3979918477649778,0.46666114328917263,15,0.5121951219512195,4,"15,16,7","0.512,0.244,0.073",0.8426829268250552,specialist
Eli Mc,40,0.6030810150499846,0.20131338850735103,0,0.825,2,"0,6,9","0.825,0.125,0.025",0.9249999999953751,specialist
Edgar Sekloka,40,1.1875819478529237,0.3964245931910445,0,0.525,2,"0,6,16","0.525,0.325,0.050",0.86999999999565,specialist
Eye’s Berg,40,1.6648361689383924,0.555735966005838,0,0.5,4,"0,15,7","0.500,0.125,0.100",0.7824999999960875,specialist
IV My People,39,0.9725427945975808,0.3246427603638303,16,0.5641025641025641,2,"16,0,15","0.564,0.359,0.026",0.8910256410211859,specialist
Explicit Samouraï,39,1.3441254188531395,0.44868008757622874,16,0.5384615384615384,5,"16,0,9","0.538,0.205,0.077",0.8474358974316604,specialist
Makiavel,39,1.3543444038301697,0.4520912685643439,0,0.38461538461538464,4,"0,15,16","0.385,0.333,0.128",0.8423076923034809,moderate
La Clinique,38,1.251097095609667,0.4176264703806213,0,0.47368421052631576,4,"0,16,6","0.474,0.316,0.105",0.8631578947325265,moderate
Fisto,37,1.1968477417233745,0.39951759117095353,0,0.5945945945945946,4,"0,6,14","0.595,0.216,0.081",0.8716216216172638,specialist
JSX,37,1.6439415254023304,0.5487611626428948,15,0.4594594594594595,5,"15,16,9","0.459,0.216,0.081",0.7959459459419663,moderate
Lebeey,37,1.8543589931038431,0.6190002389312053,15,0.40540540540540543,7,"15,16,6","0.405,0.189,0.081",0.7445945945908718,moderate
Les Spécialistes,37,0.950888775568934,0.3174144712340552,0,0.7297297297297297,3,"0,16,6","0.730,0.135,0.054",0.893243243238777,specialist
D’ de Kabal,37,0.7266462545431993,0.2425604787710691,0,0.8108108108108109,3,"0,12,6","0.811,0.081,0.054",0.9121621621576014,specialist
MLC,37,1.7937563704590362,0.598770586508724,16,0.35135135135135137,6,"16,0,15","0.351,0.243,0.135",0.7689189189150745,moderate
Ménélik,36,2.1139984385257353,0.7056700150370215,0,0.19444444444444445,8,"6,0,14","0.194,0.194,0.167",0.6694444444410971,generalist
Titan,35,1.908169695043018,0.6369626925236742,15,0.3142857142857143,5,"15,16,0","0.314,0.229,0.143",0.7385714285677355,moderate
Piloophaz,35,0.8273606412206256,0.27617976697199487,0,0.7142857142857143,3,"0,6,16","0.714,0.200,0.057",0.9099999999954502,specialist
